gene_id	chrom_start	chrom_end	description	gene_id	gene_synonym	gene
gene_03066	3556910	3557968	Ontology_term:GO:0140359, Ontology_term:GO:0055052, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061460.1, product:ABC transporter substrate-binding protein, protein_id:WP_011061460.1	HH203_RS15390		
gene_03067	3558365	3560635	Ontology_term:GO:0009279, Ontology_term:GO:0016020, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008029134.1, product:TonB-dependent receptor, protein_id:WP_011061462.1	HH203_RS15395		
gene_03068	3560826	3563297	Ontology_term:GO:0015891, Ontology_term:GO:0055085, Ontology_term:GO:0015267, go_function:channel activity|0015267||IEA, go_process:siderophore transport|0015891||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635735.1, product:TonB-dependent receptor, protein_id:WP_011061463.1	HH203_RS15400		
gene_03069	3563548	3564315	Ontology_term:GO:0005524, Ontology_term:GO:0022857, go_function:ATP binding|0005524||IEA, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635736.1, product:ABC transporter permease, protein_id:WP_011061464.1	HH203_RS15405		
gene_03070	3564326	3565087	Ontology_term:GO:0005524, Ontology_term:GO:0022857, go_function:ATP binding|0005524||IEA, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061465.1, product:ABC transporter permease, protein_id:WP_011061465.1	HH203_RS15410		
gene_03071	3565097	3565894	Ontology_term:GO:0005524, Ontology_term:GO:0016887, go_function:ATP binding|0005524||IEA, go_function:ATP hydrolysis activity|0016887||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008029125.1, product:ABC transporter ATP-binding protein, protein_id:WP_011061466.1	HH203_RS15415		
gene_03072	3566081	3566845	Ontology_term:GO:0005524, Ontology_term:GO:0022857, go_function:ATP binding|0005524||IEA, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019094270.1, product:ABC transporter permease, protein_id:WP_011061467.1	HH203_RS15420		
gene_03073	3566845	3568044	inference:COORDINATES: similar to AA sequence:RefSeq:WP_016499275.1, product:ABC transporter substrate-binding protein, protein_id:WP_011061468.1	HH203_RS15425		
gene_03074	3568010	3568849	Ontology_term:GO:0006810, Ontology_term:GO:0005215, Ontology_term:GO:0005524, go_function:transporter activity|0005215||IEA, go_function:ATP binding|0005524||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061469.1, product:ABC transporter ATP-binding protein, protein_id:WP_011061469.1	HH203_RS15430		
gene_03075	3568846	3569916	Ontology_term:GO:0016491, Ontology_term:GO:0050660, go_function:oxidoreductase activity|0016491||IEA, go_function:flavin adenine dinucleotide binding|0050660||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061470.1, product:acyl-CoA dehydrogenase family protein, protein_id:WP_011061470.1	HH203_RS15435		
gene_03076	3569966	3570526	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061471.1, product:carboxymuconolactone decarboxylase family protein, protein_id:WP_011061471.1	HH203_RS15440		
gene_03077	3570631	3571542	Ontology_term:GO:0006355, Ontology_term:GO:0003700, Ontology_term:GO:0043565, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sequence-specific DNA binding|0043565||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015270726.1, product:AraC family transcriptional regulator, protein_id:WP_011061472.1	HH203_RS15445		
gene_03078	3571561	3572163	Ontology_term:GO:0048473, Ontology_term:GO:0033232, Ontology_term:GO:0042626, go_function:ABC-type D-methionine transporter activity|0033232||IEA, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_process:D-methionine transport|0048473||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010670748.1, product:methionine ABC transporter permease, protein_id:WP_169891845.1	HH203_RS15450		
gene_03079	3572229	3573206	Ontology_term:GO:0048473, Ontology_term:GO:0005524, Ontology_term:GO:0016887, Ontology_term:GO:0033232, Ontology_term:GO:0042626, go_function:ATP binding|0005524||IEA, go_function:ATP hydrolysis activity|0016887||IEA, go_function:ABC-type D-methionine transporter activity|0033232||IEA, go_function:ATPase-coupled transmembrane transporter activity|0042626||IEA, go_process:D-methionine transport|0048473||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061473.1, product:methionine ABC transporter ATP-binding protein, protein_id:WP_011061473.1	HH203_RS15455		
gene_03080	3573203	3574012	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019094269.1, product:MetQ/NlpA family ABC transporter substrate-binding protein, protein_id:WP_011061474.1	HH203_RS15460		
gene_03081	3574041	3575078	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635743.1, product:isopenicillin N synthase family oxygenase, protein_id:WP_011061475.1	HH203_RS15465		
gene_03082	3575120	3575335	inference:COORDINATES: similar to AA sequence:RefSeq:NP_252131.1, product:TOBE domain-containing protein, protein_id:WP_011061476.1	HH203_RS15470		
gene_03083	3575558	3576379	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019648382.1, product:aldo/keto reductase, protein_id:WP_011061477.1	HH203_RS15475		
gene_03084	3576582	3579419	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061478.1, product:ATP-binding protein, protein_id:WP_011061478.1	HH203_RS15480		
gene_03085	3579406	3580596	inference:COORDINATES: similar to AA sequence:RefSeq:WP_009044057.1, product:EAL domain-containing protein, protein_id:WP_011061479.1	HH203_RS15485		
gene_03086	3580703	3583882	Ontology_term:GO:0000160, go_process:phosphorelay signal transduction system|0000160||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061480.1, product:hybrid sensor histidine kinase/response regulator, protein_id:WP_011061480.1	HH203_RS15490		
gene_03087	3583957	3584604	Ontology_term:GO:0000160, go_process:phosphorelay signal transduction system|0000160||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007929094.1, product:response regulator, protein_id:WP_011061481.1	HH203_RS15495		
gene_03088	3584631	3585038	Ontology_term:GO:0008150, Ontology_term:GO:0003674, go_function:molecular_function|0003674||IEA, go_process:biological_process|0008150||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635749.1, product:TIGR03067 domain-containing protein, protein_id:WP_015635749.1	HH203_RS15500		
gene_03089	3585063	3587339	Ontology_term:GO:0003677, Ontology_term:GO:0004386, Ontology_term:GO:0005524, go_function:DNA binding|0003677||IEA, go_function:helicase activity|0004386||IEA, go_function:ATP binding|0005524||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095310.1, product:ATP-dependent DNA helicase, protein_id:WP_011061482.1	HH203_RS15505		
gene_03090	3587336	3588982	Ontology_term:GO:0016788, go_function:hydrolase activity, acting on ester bonds|0016788||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635751.1, product:VRR-NUC domain-containing protein, protein_id:WP_011061483.1	HH203_RS15510		
gene_03091	3589189	3589413	Ontology_term:GO:0005886, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061484.1, product:YgdI/YgdR family lipoprotein, protein_id:WP_011061484.1	HH203_RS15515		
gene_03092	3589430	3589810	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095821.1, product:hypothetical protein, protein_id:WP_041774262.1	HH203_RS15520		
gene_03093	3589975	3591828	inference:COORDINATES: similar to AA sequence:RefSeq:WP_018925996.1, product:polyurethanase A, protein_id:WP_011061486.1	HH203_RS15525		
gene_03094	3591942	3595058	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635754.1, product:autotransporter serine protease, protein_id:WP_011061487.1	HH203_RS15530		
gene_03095	3595124	3598102	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061488.1, product:autotransporter serine protease, protein_id:WP_011061488.1	HH203_RS15535		
gene_03096	3598296	3599981	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635756.1, product:polyurethanase B, protein_id:WP_011061489.1	HH203_RS15540		
gene_03097	3600031	3601392	Ontology_term:GO:0006810, Ontology_term:GO:0015288, Ontology_term:GO:0009279, go_function:porin activity|0015288||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061490.1, product:TolC family outer membrane protein, protein_id:WP_011061490.1	HH203_RS15545		
gene_03098	3601395	3602729	Ontology_term:GO:0030253, go_process:protein secretion by the type I secretion system|0030253||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_013693340.1, product:HlyD family type I secretion periplasmic adaptor subunit, protein_id:WP_041774263.1	HH203_RS15550		
gene_03099	3602726	3604507	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061492.1, product:type I secretion system permease/ATPase, protein_id:WP_011061492.1	HH203_RS15555		
gene_03100	3604717	3605103	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061493.1, product:AprI/Inh family metalloprotease inhibitor, protein_id:WP_011061493.1	HH203_RS15560		
gene_03101	3605197	3606645	Ontology_term:GO:0006508, Ontology_term:GO:0004222, Ontology_term:GO:0046872, Ontology_term:GO:0005615, go_function:metalloendopeptidase activity|0004222||IEA, go_function:metal ion binding|0046872||IEA, go_process:proteolysis|0006508||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007985273.1, product:serralysin family metalloprotease, protein_id:WP_011061494.1	HH203_RS15565		
gene_03102	3606945	3608045	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095315.1, product:P1 family peptidase, protein_id:WP_011061495.1	HH203_RS15570		
gene_03103	3608055	3609419	Ontology_term:GO:0022857, Ontology_term:GO:0016020, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250176.1, product:APC family permease, protein_id:WP_011061496.1	HH203_RS15575		
gene_03104	3609624	3610427	Ontology_term:GO:0006355, Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250175.1, product:helix-turn-helix transcriptional regulator, protein_id:WP_011061497.1	HH203_RS15580		
gene_03105	3610721	3611659	Ontology_term:GO:0006355, Ontology_term:GO:0003700, Ontology_term:GO:0043565, gene:feaR, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sequence-specific DNA binding|0043565||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061498.1, product:transcriptional regulator FeaR, protein_id:WP_011061498.1	HH203_RS15585		feaR
gene_03106	3611809	3612402	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095318.1, product:DUF3156 family protein, protein_id:WP_011061499.1	HH203_RS15590		
gene_03107	3612368	3613888	Ontology_term:GO:0022857, Ontology_term:GO:0016020, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635763.1, product:APC family permease, protein_id:WP_011061500.1	HH203_RS15595		
gene_03108	3614141	3615628	Ontology_term:GO:0016491, go_function:oxidoreductase activity|0016491||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_252762.1, product:aldehyde dehydrogenase family protein, protein_id:WP_011061501.1	HH203_RS15600		
gene_03109	3615913	3617247	inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635765.1, product:aspartate aminotransferase family protein, protein_id:WP_011061503.1	HH203_RS15605		
gene_03110	3617423	3618097	Ontology_term:GO:0006355, Ontology_term:GO:0003677, go_function:DNA binding|0003677||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095321.1, product:helix-turn-helix transcriptional regulator, protein_id:WP_011061504.1	HH203_RS15610		
gene_03111	3618185	3619000	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061505.1, product:molybdenum cofactor biosynthesis F family protein, protein_id:WP_011061505.1	HH203_RS15615		
gene_03112	3619079	3620461	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095323.1, product:aspartate aminotransferase family protein, protein_id:WP_011061506.1	HH203_RS15620		
gene_03113	3620458	3621219	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095324.1, product:SDR family oxidoreductase, protein_id:WP_011061507.1	HH203_RS15625		
gene_03114	3621383	3622474	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017338764.1, product:polyamine ABC transporter substrate-binding protein, protein_id:WP_011061508.1	HH203_RS15630		
gene_03115	3622522	3622863	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003248474.1, product:cupin domain-containing protein, protein_id:WP_011061509.1	HH203_RS15635		
gene_03116	3622921	3624327	Ontology_term:GO:0016491, Ontology_term:GO:0071949, go_function:oxidoreductase activity|0016491||IEA, go_function:FAD binding|0071949||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007983772.1, product:FAD-dependent oxidoreductase, protein_id:WP_011061510.1	HH203_RS15640		
gene_03117	3624379	3625194	Ontology_term:GO:0006355, Ontology_term:GO:0003700, Ontology_term:GO:0043565, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sequence-specific DNA binding|0043565||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011334087.1, product:helix-turn-helix domain-containing protein, protein_id:WP_011061511.1	HH203_RS15645		
gene_03118	3625472	3625741	inference:COORDINATES: similar to AA sequence:RefSeq:WP_020297966.1, product:DUF1652 domain-containing protein, protein_id:WP_011061512.1	HH203_RS15650		
gene_03119	3625787	3628252	Ontology_term:GO:0005524, go_function:ATP binding|0005524||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015635773.1, product:UvrD-helicase domain-containing protein, protein_id:WP_011061513.1	HH203_RS15655		
gene_03120	3628528	3629223	inference:COORDINATES: similar to AA sequence:RefSeq:WP_020301483.1, product:pirin family protein, protein_id:WP_011061514.1	HH203_RS15660		
gene_03121	3629297	3630943	Ontology_term:GO:0005975, Ontology_term:GO:0004614, gene:pgm, go_function:phosphoglucomutase activity|0004614||IEA, go_process:carbohydrate metabolic process|0005975||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061515.1, product:phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent), protein_id:WP_011061515.1	HH203_RS15665		pgm
gene_03122	3631155	3632177	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011061516.1, product:zinc-dependent alcohol dehydrogenase family protein, protein_id:WP_011061516.1	HH203_RS15670		
gene_03123	3632447	3633361	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008053644.1, product:LysR family transcriptional regulator, protein_id:WP_011061517.1	HH203_RS15675		
gene_03124	3639769	3641016	Ontology_term:GO:0006810, Ontology_term:GO:0005215, go_function:transporter activity|0005215||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019690179.1, product:efflux RND transporter periplasmic adaptor subunit, protein_id:WP_011061523.1	HH203_RS15680		
gene_03125	3641032	3644211	Ontology_term:GO:0042908, Ontology_term:GO:0015562, go_function:efflux transmembrane transporter activity|0015562||IEA, go_process:xenobiotic transport|0042908||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_017905815.1, product:efflux RND transporter permease subunit, protein_id:WP_011061524.1	HH203_RS15685		
gene_03126	3644208	3645629	Ontology_term:GO:0055085, Ontology_term:GO:0015562, go_function:efflux transmembrane transporter activity|0015562||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009049257.1, product:TolC family protein, protein_id:WP_011061525.1	HH203_RS15690		
